link,name,organization,date,location,killed,type_of_death,
https://cpj.org/data/people/antoine-masse/,Antoine Massé,Le Courrier d'Abidjan,"November 7, 2004",Ivory Coast,Killed,Dangerous Assignment,
https://cpj.org/data/people/anton-hammerl/,Anton Hammerl,Freelance,"April 5, 2011",Libya,Killed,Crossfire,
https://cpj.org/data/people/antonio-casemero/,Antonio Casemero,Televisao Popular de Angola,"October 30, 1996",Angola,Killed,Murder,
https://cpj.org/data/people/antonio-de-la-torre-echeandia/,Antonio de la Torre Echeandía,Radio Órbita,"February 14, 2004",Peru,Killed,Murder,
https://cpj.org/data/people/anura-priyantha/,Anura Priyantha,Independent Television Network,"December 18, 1999",Sri Lanka,Killed,Dangerous Assignment,
https://cpj.org/data/people/apolinario-polly-pobeda/,"Apolinario ""Polly"" Pobeda",DWTI Radio,"May 17, 2003",Philippines,Killed,Murder,
https://cpj.org/data/people/ardiansyah-matrais/,Ardiansyah Matra'is,Merauke TV,"July 30, 2010",Indonesia,Killed,Murder,
https://cpj.org/data/people/aref-ali-filaih/,Aref Ali Filaih,Aswat al-Iraq,"June 11, 2007",Iraq,Killed,Crossfire,
https://cpj.org/data/people/aristeu-guida-da-silva/,Aristeu Guida da Silva,A Gazeta de São Fidélis,"May 12, 1995",Brazil,Killed,Murder,
https://cpj.org/data/people/arkan-sharifi/,Arkan Sharifi,Kurdistan TV,"October 30, 2017",Iraq,Killed,Murder,
https://cpj.org/data/people/armando-linares-lopez/,Armando Linares López,Monitor Michoacán,"March 15, 2022",Mexico,Killed,Murder,
https://cpj.org/data/people/armando-pace/,Armando Pace,DXDS,"July 18, 2006",Philippines,Killed,Murder,
https://cpj.org/data/people/armando-saldana-morales/,Armando Saldaña Morales,La Ke Buena 100.9 FM,"May 2,3 or 4, 2015",Mexico,Killed,Murder,
https://cpj.org/data/people/arnnel-manalo/,Arnnel Manalo,Bulgar and DZRH Radio,"August 5, 2004",Philippines,Killed,Murder,
https://cpj.org/data/people/artur-gilela/,Artur Gilela,Radio Nacional de Angola,"June 16, 1994",Angola,Killed,Crossfire,
https://cpj.org/data/people/arturo-betia/,Arturo Betia,Periodico Ini,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/asaad-kadhim/,Asaad Kadhim,Al-Iraqiya TV,"April 19, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/asfandyar-khan/,Asfandyar Khan,Akhbar-e-Khyber,"June 11, 2011",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/ashok-sodhi/,Ashok Sodhi,Daily Excelsior,"May 11, 2008",India,Killed,Dangerous Assignment,
https://cpj.org/data/people/asiya-jeelani/,Asiya Jeelani,freelance,"April 20, 2004",India,Killed,Dangerous Assignment,
https://cpj.org/data/people/aslam-durrani/,Aslam Durrani,Daily Pakistan,"April 16, 2013",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/assaf-abu-rahal/,Assaf Abu Rahal,Al-Akhbar,"August 3, 2010",Lebanon,Killed,Crossfire,
https://cpj.org/data/people/aswan-ahmed-lutfallah/,Aswan Ahmed Lutfallah,APTN,"December 12, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/atallah-bajbouj/,Atallah Bajbouj,Nabaa Media Foundation,"October 15, 2014",Syria,Killed,Crossfire,
https://cpj.org/data/people/athiwat-chaiyanurat/,Athiwat Chaiyanurat,"Matichon, Channel 7","August 1, 2008",Thailand,Killed,Murder,
https://cpj.org/data/people/atilano-segundo-perez-barrios/,Atilano Segundo Pérez Barrios,Radio Vigía de Todelar,"August 22, 2006",Colombia,Killed,Murder,
https://cpj.org/data/people/atwar-bahjat/,Atwar Bahjat,Al-Arabiya,"February 23, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/aung-kyaw-naing-par-gyi/,"Aung Kyaw Naing, ""Par Gyi""",Freelance,"October 4, 2014",Myanmar,Killed,Murder,
https://cpj.org/data/people/avijit-roy/,Avijit Roy,Freelance,"February 26, 2015",Bangladesh,Killed,Murder,
https://cpj.org/data/people/avinash-jha/,Avinash Jha,BNN News,"November 9-12, 2021",India,Killed,Murder,
https://cpj.org/data/people/awab-al-zubiry/,Awab al-Zubiry,Freelance,"November 18, 2016",Yemen,Killed,Crossfire,
https://cpj.org/data/people/awil-dahir-salad/,Awil Dahir Salad,Universal TV,"December 22, 2018",Somalia,Killed,Dangerous Assignment,
https://cpj.org/data/people/ayham-mostafa-ghazzoul/,Ayham Mostafa Ghazzoul,Syrian Center for Media and Freedom of Expression,"November 9, 2012",Syria,Killed,Dangerous Assignment,
https://cpj.org/data/people/ayoub-mohamed/,Ayoub Mohamed,Kurdistan TV,"February 1, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/aysel-malkac/,Aysel Malkac,Ozgur Gundem,"August 7, 1993",Turkey,Killed,Murder,
https://cpj.org/data/people/ayub-khattak/,Ayub Khattak,Karak Times,"October 11, 2013",Pakistan,Killed,Murder,
https://cpj.org/data/people/azamat-ali-bangash/,Azamat Ali Bangash,Samaa TV,"April 17, 2010",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/azizullah-haidari/,Azizullah Haidari,Reuters,"November 19, 2001",Afghanistan,Killed,Murder,
https://cpj.org/data/people/azzedine-saidj/,Azzedine Saidj,El-Ouma,"May 15, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/bakhti-benaouda/,Bakhti Benaouda,El-Djoumhouria,"May 22, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/bala-nadarajah-iyer/,Bala Nadarajah Iyer,Thinamurasu and Thinakaran,"August 16, 2004",Sri Lanka,Killed,Murder,
https://cpj.org/data/people/bardhyl-ajeti/,Bardhyl Ajeti,Bota Sot,"June 25, 2005",Serbia,Killed,Murder,
https://cpj.org/data/people/barkhat-awale/,Barkhat Awale,Hurma Radio,"August 24, 2010",Somalia,Killed,Crossfire,
https://cpj.org/data/people/basel-tawfiq-youssef/,Basel Tawfiq Youssef,Syrian State TV,"November 21, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/bashar-al-attar/,Bashar al-Attar,Arbin Unified Media Office,"March 12, 2018",Syria,Killed,Crossfire,
https://cpj.org/data/people/bashar-al-nuaimi/,Bashar al-Nuaimi,Al-Mosuliya TV,"October 24, 2013",Iraq,Killed,Murder,
https://cpj.org/data/people/bashiir-noor-gedi/,Bashiir Noor Gedi,Radio Shabelle,"October 19, 2007",Somalia,Killed,Murder,
https://cpj.org/data/people/basil-al-sayed/,Basil al-Sayed,Freelance,"December 27, 2011",Syria,Killed,Dangerous Assignment,
https://cpj.org/data/people/basil-ibrahim-faraj/,Basil Ibrahim Faraj,Palestinian Media and Communication Company,"January 7, 2009",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/bassel-al-shahade/,Bassel al-Shahade,Freelance,"May 28, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/bassem-fawaz-al-zabi/,Bassem Fawaz al-Zabi,Freelance,"January 13, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/batoul-mokhles-al-warrar/,Batoul Mokhles al-Warrar,Noor al-Sham; Radio Damascus,"November 3, 2015",Syria,Killed,Crossfire,
https://cpj.org/data/people/bayo-ohu/,Bayo Ohu,The Guardian,"September 20, 2009",Nigeria,Killed,Murder,
https://cpj.org/data/people/benjamin-flores-gonzalez/,Benjamín Flores González,La Prensa,"July 15, 1997",Mexico,Killed,Murder,
https://cpj.org/data/people/bernabe-cortes-valderrama/,Bernabé Cortés Valderrama,Noticias CVN,"May 19, 1998",Colombia,Killed,Murder,
https://cpj.org/data/people/bernard-maris/,Bernard Maris,Freelance,"January 7, 2015",France,Killed,Murder,
https://cpj.org/data/people/bernard-verlhac-tignous/,Bernard Verlhac (Tignous),Freelance,"January 7, 2015",France,Killed,Murder,
https://cpj.org/data/people/bhola-nath-masoom/,Bhola Nath Masoom,Hind Samachar,"January 31, 1993",India,Killed,Murder,
https://cpj.org/data/people/bienvenido-legarte-jr/,Bienvenido Legarte Jr.,Prontiera News,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/bienvenido-lemos/,Bienvenido Lemos,Caracol Radio,"September 30, 1993",Colombia,Killed,Murder,
https://cpj.org/data/people/bilal-ahmed-bilal/,Bilal Ahmed Bilal,Palestine Today TV,Unknown in 2014,Syria,Killed,Dangerous Assignment,
https://cpj.org/data/people/bilal-sharaf-al-deen/,Bilal Sharaf al-Deen,Al-Masirah TV,"September 17, 2015",Yemen,Killed,Crossfire,
https://cpj.org/data/people/birendra-shah/,Birendra Shah,"Nepal FM, Dristi Weekly, and Avenues TV","October 4, 2007",Nepal,Killed,Murder,
https://cpj.org/data/people/bladimir-antuna-garcia/,Bladimir Antuna García,El Tiempo de Durango,"November 2, 2009",Mexico,Killed,Murder,
https://cpj.org/data/people/bonifacio-gregorio/,Bonifacio Gregorio,Dyaryo Banat,"July 8, 2003",Philippines,Killed,Murder,
https://cpj.org/data/people/borhan-uddin-muzakkir/,Borhan Uddin Muzakkir,"Barta Bazar,Bangladesh Samachar","February 20, 2021",Bangladesh,Killed,Dangerous Assignment,
https://cpj.org/data/people/borys-derevyanko/,Borys Derevyanko,Vechernyaya Odessa,"August 11, 1997",Ukraine,Killed,Murder,
https://cpj.org/data/people/boutros-martin/,Boutros Martin,South Sudan Television,"January 25, 2015",South Sudan,Killed,Murder,
https://cpj.org/data/people/bradley-will/,Bradley Will,freelance,"October 27, 2006",Mexico,Killed,Dangerous Assignment,
https://cpj.org/data/people/brahim-guaraoui/,Brahim Guaraoui,El-Moudjahid,"September 4, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/brent-renaud/,Brent Renaud,Time,"March 13, 2022",Ukraine,Killed,Crossfire,
https://cpj.org/data/people/brian-brinton/,Brian Brinton,freelance,"May 1, 1994",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/brian-smith/,Brian Smith,CJOH-TV,"August 1, 1995",Canada,Killed,Murder,
https://cpj.org/data/people/brignol-lindor/,Brignol Lindor,Radio Echo 2000,"December 3, 2001",Haiti,Killed,Murder,
https://cpj.org/data/people/burhan-mohamed-mazhour/,Burhan Mohamed Mazhour,ABC,"March 26, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/byron-baldeon/,Byron Baldeón,Freelance,"July 1, 2012",Ecuador,Killed,Murder,
https://cpj.org/data/people/calvin-thusago/,Calvin Thusago,South African Broadcasting Corporation (SABC),"April 23, 1993",South Africa,Killed,Murder,
https://cpj.org/data/people/camille-lepage/,Camille Lepage,Freelance,May 2014,Central African Republic,Killed,Dangerous Assignment,
https://cpj.org/data/people/candelario-cayona/,Candelario Cayona,Radio DXLL,"May 30, 2001",Philippines,Killed,Murder,
https://cpj.org/data/people/carlos-alberto-guajardo-romero/,Carlos Alberto Guajardo Romero,Expreso Matamoros,"November 5, 2010",Mexico,Killed,Dangerous Assignment,
https://cpj.org/data/people/carlos-cardoso/,Carlos Cardoso,Metical,"November 22, 2000",Mozambique,Killed,Murder,
https://cpj.org/data/people/carlos-dominguez-rodriguez/,Carlos Domínguez Rodríguez,Freelance,"January 13, 2018",Mexico,Killed,Murder,
https://cpj.org/data/people/carlos-grant/,Carlos Grant,El Tiempo,"April 26, 1993",Honduras,Killed,Murder,
https://cpj.org/data/people/carlos-jose-guadamuz/,Carlos José Guadamuz,Canal 23,"February 10, 2004",Nicaragua,Killed,Murder,
https://cpj.org/data/people/carlos-lajud-catalan/,Carlos Lajud Catalan,ABC Radio,"April 19, 1993",Colombia,Killed,Murder,
https://cpj.org/data/people/carlos-quispe-quispe/,Carlos Quispe Quispe,Radio Municipal,"March 29, 2008",Bolivia,Killed,Murder,
https://cpj.org/data/people/carlos-salgado/,Carlos Salgado,Radio Cadena Voces,"October 18, 2007",Honduras,Killed,Murder,
https://cpj.org/data/people/carsten-thomassen/,Carsten Thomassen,Dagbladet,"January 15, 2008",Afghanistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/cecilio-pineda-birto/,Cecilio Pineda Birto,Freelance,"March 2, 2017",Mexico,Killed,Murder,
https://cpj.org/data/people/cengiz-altun/,Cengiz Altun,Yeni Ulke,"February 24, 1992",Turkey,Killed,Murder,
https://cpj.org/data/people/cetin-abayay/,Cetin Abayay,Ozgur Halk,"July 29, 1992",Turkey,Killed,Murder,
https://cpj.org/data/people/chalee-boonsawat/,Chalee Boonsawat,Thai Rath,"August 21, 2008",Thailand,Killed,Dangerous Assignment,
https://cpj.org/data/people/chan-dara/,Chan Dara,Koh Santepheap,"December 8, 1994",Cambodia,Killed,Murder,
https://cpj.org/data/people/chandan-tiwari/,Chandan Tiwari,Aj Newspaper,"October 30, 2018",India,Killed,Murder,
https://cpj.org/data/people/charles-bideri-munyangabe/,Charles Bideri-Munyangabe,Le Messager,"April 11, 1994",Rwanda,Killed,Murder,
https://cpj.org/data/people/charles-karinganire/,Charles Karinganire,Le Flambeau,"April 24, 1994",Rwanda,Killed,Murder,
https://cpj.org/data/people/chauncey-bailey/,Chauncey Bailey,Oakland Post,"August 2, 2007",USA,Killed,Murder,
https://cpj.org/data/people/chennakeshavalu/,Chennakeshavalu,EV5,"August 8, 2021",India,Killed,Murder,
https://cpj.org/data/people/chet-duong-daravuth/,Chet Duong Daravuth,Neak Prayuth,"March 30, 1997",Cambodia,Killed,Dangerous Assignment,
https://cpj.org/data/people/chief-ebrima-manneh/,Chief Ebrima Manneh,Daily Observer,Unknown,Gambia,Killed,Unknown,
https://cpj.org/data/people/chingiz-fuad-ogly-mustafayev/,Chingiz Fuad-ogly Mustafayev,DR-Press,"June 15, 1992",Azerbaijan,Killed,Crossfire,
https://cpj.org/data/people/chishti-mujahid/,Chishti Mujahid,Akbar-e-Jehan,"February 9, 2008",Pakistan,Killed,Murder,
https://cpj.org/data/people/chou-chetharith/,Chou Chetharith,Ta Prum,"October 18, 2003",Cambodia,Killed,Murder,
https://cpj.org/data/people/chris-hondros/,Chris Hondros,Getty Images,"April 20, 2011",Libya,Killed,Crossfire,
https://cpj.org/data/people/christian-gregorio-poveda-ruiz/,Christian Gregorio Poveda Ruiz,Freelance,"September 2, 2009",El Salvador,Killed,Murder,
https://cpj.org/data/people/christian-liebig/,Christian Liebig,Focus,"April 7, 2003",Iraq,Killed,Crossfire,
https://cpj.org/data/people/christian-struwe/,Christian Struwe,freelance,"October 7, 2006",Afghanistan,Killed,Murder,
https://cpj.org/data/people/christoff-griffith/,Christoff Griffith,The Nation,"June 22, 2020",Barbados,Killed,Dangerous Assignment,
https://cpj.org/data/people/christopher-allen/,Christopher Allen,Freelance,"August 26, 2017",South Sudan,Killed,Crossfire,
https://cpj.org/data/people/christopher-guarin/,Christopher Guarin,Radyo Mo Nationwide and Tatak News,"January 5, 2012",Philippines,Killed,Murder,
https://cpj.org/data/people/christopher-iban-lozada/,Christopher Iban Lozada,DBXF Prime Broadcasting Network,"October 24, 2017",Philippines,Killed,Murder,
https://cpj.org/data/people/cihan-hayirsevener/,Cihan Hayırsevener,Güney Marmara’da Yaşam,"December 19, 2009",Turkey,Killed,Murder,
https://cpj.org/data/people/claude-verlon/,Claude Verlon,Radio France Internationale,"November 2, 2013",Mali,Killed,Murder,
https://cpj.org/data/people/clodomiro-castilla-ospino/,Clodomiro Castilla Ospino,El Pulso del Tiempo,"March 19, 2010",Colombia,Killed,Murder,
https://cpj.org/data/people/conrad-roy/,Conrad Roy,Expo Times,"April 30, 1999",Sierra Leone,Killed,Dangerous Assignment,
https://cpj.org/data/people/crispin-perez/,Crispin Perez,DWDO Radio,"June 9, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/cynthia-elbaum/,Cynthia Elbaum,Freelancer,"December 22, 1994",Russia,Killed,Crossfire,
https://cpj.org/data/people/daif-al-gahzal-al-shuhaibi/,Daif al-Gahzal al-Shuhaibi,freelance,"June 2, 2005",Libya,Killed,Murder,
https://cpj.org/data/people/dalia-marko/,Dalia Marko,Raja FM,"January 25, 2015",South Sudan,Killed,Murder,
https://cpj.org/data/people/dan-eldon/,Dan Eldon,Reuters,"July 12, 1993",Somalia,Killed,Murder,
https://cpj.org/data/people/daniel-pearl/,Daniel Pearl,The Wall Street Journal,"Between January 23 and February 21, 2002",Pakistan,Killed,Murder,
https://cpj.org/data/people/danilo-lopez/,Danilo López,Prensa Libre,"March 10, 2015",Guatemala,Killed,Murder,
https://cpj.org/data/people/danilo-vergara/,Danilo Vergara,Philippine Post,"July 1, 1992",Philippines,Killed,Murder,
https://cpj.org/data/people/danish-siddiqui/,Danish Siddiqui,Reuters,"July 16, 2021",Afghanistan,Killed,Crossfire,
https://cpj.org/data/people/danny-hernandez/,Danny Hernandez,People's Journal Tonight,"June 3, 1997",Philippines,Killed,Murder,
https://cpj.org/data/people/daphne-caruana-galizia/,Daphne Caruana Galizia,Running Commentary,"October 16, 2017",Malta,Killed,Murder,
https://cpj.org/data/people/dario-dangelo/,Dario D'Angelo,RAI-TV,"January 28, 1994",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/dario-fernandez-jaen/,Darío Fernández Jaén,Radio Mi Favorita,"November 6, 2011",Panama,Killed,Murder,
https://cpj.org/data/people/daud-ali-omar/,Daud Ali Omar,Radio Baidoa,"April 29, 2015",Somalia,Killed,Murder,
https://cpj.org/data/people/daudi-mwangosi/,Daudi Mwangosi,Channel Ten,"September 2, 2012",Tanzania,Killed,Dangerous Assignment,
https://cpj.org/data/people/david-beriain/,David Beriain,93 Metros,"April 26 - 27, 2021",Burkina Faso,Killed,Murder,
https://cpj.org/data/people/david-bolkvadze/,David Bolkvadze,Worldwide Television News,"October 28, 1993",Georgia,Killed,Crossfire,
https://cpj.org/data/people/david-gilkey/,David Gilkey,National Public Radio,"June 5, 2016",Afghanistan,Killed,Crossfire,
https://cpj.org/data/people/david-kaplan/,David Kaplan,ABC News,"August 13, 1992",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/david-meza-montesinos/,David Meza Montesinos,"Radio El Patio, Radio America, Channel 45","March 11, 2010",Honduras,Killed,Murder,
https://cpj.org/data/people/decio-sa/,Décio Sá,O Estado do Maranhão and Blog do Décio,"April 23, 2012",Brazil,Killed,Murder,
https://cpj.org/data/people/dekendra-raj-thapa/,Dekendra Raj Thapa,Radio Nepal,"August 11, 2004",Nepal,Killed,Murder,
https://cpj.org/data/people/dennis-cuesta/,Dennis Cuesta,DXMD,"August 9, 2008",Philippines,Killed,Murder,
https://cpj.org/data/people/dennis-denora/,Dennis Denora,Trends and Times,"June 7, 2018",Philippines,Killed,Murder,
https://cpj.org/data/people/desidario-camangyan/,Desidario Camangyan,Sunrise FM,"June 14, 2010",Philippines,Killed,Murder,
https://cpj.org/data/people/deyda-hydara/,Deyda Hydara,The Point,"December 16, 2004",Gambia,Killed,Murder,
https://cpj.org/data/people/dhan-bahadur-rokka-magar/,Dhan Bahadur Rokka Magar,Radio Nepal,"January 30, 2003",Nepal,Killed,Murder,
https://cpj.org/data/people/dharmeratnam-sivaram/,Dharmeratnam Sivaram,TamilNet and Daily Mirror,"April 29, 2005",Sri Lanka,Killed,Murder,
https://cpj.org/data/people/dhia-najim/,Dhia Najim,freelance,"November 1, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/dilshan-ibash/,Dilshan Ibash,Hawar News Agency (ANHA),"October 12, 2017",Syria,Killed,Crossfire,
https://cpj.org/data/people/dina-mohammed-hassan/,Dina Mohammed Hassan,Al-Hurriya,"October 14, 2004",Iraq,Killed,Murder,
https://cpj.org/data/people/dinesh-pathak/,Dinesh Pathak,Sandesh,"May 22, 1993",India,Killed,Murder,
https://cpj.org/data/people/djalma-santos-da-conceicao/,Djalma Santos da Conceição,RCA FM,"May 22 or 23, 2015",Brazil,Killed,Murder,
https://cpj.org/data/people/djamel-bouhidel/,Djamel Bouhidel,Nouveau Tell,"October 5, 1993",Algeria,Killed,Murder,
https://cpj.org/data/people/djamel-derraz/,Djamel Derraz,Le Soir d'Algérie,"February 11, 1996",Algeria,Killed,Murder,
https://cpj.org/data/people/djamel-ziater/,Djamel Ziater,El-Djoumhouria,"February 17, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/djilali-arabidou/,Djilali Arabidou,Algérie-Actualité,"March 12, 1996",Algeria,Killed,Murder,
https://cpj.org/data/people/dmitry-chebotayev/,Dmitry Chebotayev,freelance,"May 6, 2007",Iraq,Killed,Crossfire,
https://cpj.org/data/people/dmitry-kholodov/,Dmitry Kholodov,Moskovsky Komsomolets,"October 17, 1994",Russia,Killed,Murder,
https://cpj.org/data/people/dmitry-krikoryants/,Dmitry Krikoryants,Expresskhronika,"April 14, 1993",Russia,Killed,Murder,
https://cpj.org/data/people/dmitry-popkov/,Dmitry Popkov,Ton-M,"May 24, 2017",Russia,Killed,Murder,
https://cpj.org/data/people/dmitry-zavadsky/,Dmitry Zavadsky,ORT,"November 28, 2003",Belarus,Killed,Murder,
https://cpj.org/data/people/dolores-guadalupe-garcia-escamilla/,Dolores Guadalupe García Escamilla,Stereo 91,"April 16, 2005",Mexico,Killed,Murder,
https://cpj.org/data/people/domingos-savio-brandao-lima-junior/,Domingos Sávio Brandão Lima Júnior,Folha do Estado,"September 30, 2002",Brazil,Killed,Murder,
https://cpj.org/data/people/dominique-lonneux/,Dominique Lonneux,Freelancer,"June 2, 1993",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/dona-st-plite/,Dona St. Plite,"WKAT, Miami","October 24, 1993",USA,Killed,Murder,
https://cpj.org/data/people/duniya-muhyadin-nur/,Duniya Muhyadin Nur,Capital Voice,"June 5, 2005",Somalia,Killed,Dangerous Assignment,
https://cpj.org/data/people/duraid-isa-mohammed/,Duraid Isa Mohammed,CNN,"January 27, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/dusko-jovanovic/,Dusko Jovanovic,Dan,"May 28, 2004",Montenegro,Killed,Murder,
https://cpj.org/data/people/dwijamani-singh/,Dwijamani Singh,Prime News,"December 23, 2012",India,Killed,Dangerous Assignment,
https://cpj.org/data/people/ebrahim-zalzadeh/,Ebrahim Zalzadeh,Mayar,"February 22, 1997",Iran,Killed,Murder,
https://cpj.org/data/people/edgar-damalerio/,Edgar Damalerio,Zamboanga Scribe and DXKP Radio,"May 13, 2002",Philippines,Killed,Murder,
https://cpj.org/data/people/edgar-daniel-esqueda-castro/,Edgar Daniel Esqueda Castro,Freelance,"October 5- 6, 2017",Mexico,Killed,Murder,
https://cpj.org/data/people/edgar-lopes-de-faria/,Edgar Lopes de Faria,FM Capital,"October 29, 1997",Brazil,Killed,Murder,
https://cpj.org/data/people/edgar-pantaleon-fernandez-fleitas/,Edgar Pantaleón Fernández Fleitas,Belén Comunicaciones,"June 19, 2014",Paraguay,Killed,Murder,
https://cpj.org/data/people/edinaldo-filgueira/,Edinaldo Filgueira,Jornal o Serrano,"June 15, 2011",Brazil,Killed,Murder,
https://cpj.org/data/people/edison-alberto-molina/,Édison Alberto Molina,Puerto Berrío Stereo,"September 11, 2013",Colombia,Killed,Murder,
https://cpj.org/data/people/eduard-markevich/,Eduard Markevich,Novy Reft,"September 18, 2001",Russia,Killed,Murder,
https://cpj.org/data/people/eduardo-carvalho/,Eduardo Carvalho,Última Hora News,"November 21, 2012",Brazil,Killed,Murder,
https://cpj.org/data/people/eduardo-dizon/,Eduardo Dizon,Brigada News FM,"July 10, 2019",Philippines,Killed,Murder,
https://cpj.org/data/people/edward-chikomba/,Edward Chikomba,Zimbabwe Broadcasting Corporation (former),"March 31, 2007",Zimbabwe,Killed,Murder,
https://cpj.org/data/people/edward-smith/,Edward Smith,BBC,"April 13, 1998",Sierra Leone,Killed,Crossfire,
https://cpj.org/data/people/efrain-varela-noriega/,Efraín Varela Noriega,Radio Meridiano-70,"June 28, 2002",Colombia,Killed,Murder,
https://cpj.org/data/people/ejaz-raisani/,Ejaz Raisani,Samaa TV,"September 6, 2010",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/ejazul-haq/,Ejazul Haq,City-42 TV,"May 28, 2010",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/el-hadj-mohamed-diallo/,El-Hadj Mohamed Diallo,"Guinée7, Afrik","February 5, 2016",Guinea,Killed,Dangerous Assignment,
https://cpj.org/data/people/eldy-sablas-aka-eldy-gabinales/,Eldy Sablas (aka Eldy Gabinales),Radio DXJR-FM,"October 19, 2004",Philippines,Killed,Murder,
https://cpj.org/data/people/elidio-ramos-zarate/,Elidio Ramos Zárate,El Sur,"June 19, 2016",Mexico,Killed,Murder,
https://cpj.org/data/people/eliseo-barron-hernandez/,Eliseo Barrón Hernández,La Opinión,"May 25, 2009",Mexico,Killed,Murder,
https://cpj.org/data/people/elmar-huseynov/,Elmar Huseynov,Monitor,"March 2, 2005",Azerbaijan,Killed,Murder,
https://cpj.org/data/people/elpidio-binoya/,Elpidio Binoya,Radyo Natin,"June 17, 2004",Philippines,Killed,Murder,
https://cpj.org/data/people/elpidio-inacio/,Elpidio Inacio,Televisao Popular de Angola,"August 23, 1993",Angola,Killed,Crossfire,
https://cpj.org/data/people/elsa-cayat/,Elsa Cayat,Freelance,"January 7, 2015",France,Killed,Murder,
https://cpj.org/data/people/elyas-dayee-2/,Elyas Dayee,Radio Free Europe/Radio Liberty,"November 12, 2020",Afghanistan,Killed,Murder,
https://cpj.org/data/people/emmanuel-damien-rukondo/,Emmanuel-Damien Rukondo,Rubyiruko-Rubanda,"April 24, 1994",Rwanda,Killed,Murder,
https://cpj.org/data/people/enenche-akogwu/,Enenche Akogwu,Channels TV,"January 20, 2012",Nigeria,Killed,Murder,
https://cpj.org/data/people/enzo-baldoni/,Enzo Baldoni,freelance,"August 26, 2004",Iraq,Killed,Murder,
https://cpj.org/data/people/ernesto-acero-cadena/,Ernesto Acero Cadena,Informador Socioeconómico,"December 12, 1995",Colombia,Killed,Murder,
https://cpj.org/data/people/ernesto-maravilla/,Ernesto Maravilla,Bombo Radyo,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/ernie-rollin/,Ernie Rollin,DXSY Radio,"February 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/erol-akgun/,Erol Akgun,Devrimci Cozum,"September 8, 1994",Turkey,Killed,Murder,
https://cpj.org/data/people/ersa-siregar/,Ersa Siregar,Rajawali Citra Televisi,"December 29, 2003",Indonesia,Killed,Crossfire,
https://cpj.org/data/people/eudes-nshimiryo/,Eudés Nshimiryo,TV Rwanda,"April 7, 1994",Rwanda,Killed,Murder,
https://cpj.org/data/people/eustorgio-colmenares/,Eustorgio Colmenares,La Opinión,"March 12, 1993",Colombia,Killed,Murder,
https://cpj.org/data/people/evany-jose-metzker/,Evany José Metzker,Coruja do Vale,"May 13, 14, 15, 16, 17, or 18, 2015",Brazil,Killed,Murder,
https://cpj.org/data/people/evariste-djailoramdji/,Evariste Djailoramdji,Lotiko Radio,"February 9, 2022",Chad,Killed,Dangerous Assignment,
https://cpj.org/data/people/fabien-fortune-bitoumbo/,Fabien Fortuné Bitoumbo,Radio Liberté,"August 29, 1998",Republic of Congo,Killed,Murder,
https://cpj.org/data/people/fabio-polenghi/,Fabio Polenghi,freelance,"May 19, 2010",Thailand,Killed,Dangerous Assignment,
https://cpj.org/data/people/facely-camara/,Facely Camara,Liberté FM,"September 16, 2014",Guinea,Killed,Murder,
https://cpj.org/data/people/fadel-al-hadidi/,Fadel al-Hadidi,Mosul al-Youm; Sada al-Iraq,Unknown in 2015,Iraq,Killed,Murder,
https://cpj.org/data/people/fadel-shana/,Fadel Shana,Reuters,"April 16, 2008",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
